Device;Datetime;"Humidity ext (%)";"Temp ext (C)";
"K-B3 ACOEM SW 5";2023-11-10 19:00:00;85,57;4,31;
"K-B3 ACOEM SW 5";2023-11-10 18:00:00;86,46;4,49;
"K-B3 ACOEM SW 5";2023-11-10 17:00:00;87,59;4,63;
"K-B3 ACOEM SW 5";2023-11-10 16:00:00;89,96;4,65;
"K-B3 ACOEM SW 5";2023-11-10 15:00:00;92,59;4,68;
"K-B3 ACOEM SW 5";2023-11-10 14:00:00;92,80;4,69;
"K-B3 ACOEM SW 5";2023-11-10 13:00:00;91,96;4,81;
"K-B3 ACOEM SW 5";2023-11-10 12:00:00;90,65;5,04;
"K-B3 ACOEM SW 5";2023-11-10 11:00:00;90,62;4,58;
"K-B3 ACOEM SW 5";2023-11-10 10:00:00;90,56;3,85;
"K-B3 ACOEM SW 5";2023-11-10 09:00:00;89,65;3,36;
"K-B3 ACOEM SW 5";2023-11-10 08:00:00;90,45;2,98;
"K-B3 ACOEM SW 5";2023-11-10 07:00:00;89,23;2,81;
"K-B3 ACOEM SW 5";2023-11-10 06:00:00;87,64;2,82;
"K-B3 ACOEM SW 5";2023-11-10 05:00:00;86,76;2,88;
"K-B3 ACOEM SW 5";2023-11-10 04:00:00;86,20;2,91;
"K-B3 ACOEM SW 5";2023-11-10 03:00:00;85,29;3,01;
"K-B3 ACOEM SW 5";2023-11-10 02:00:00;85,63;2,96;
"K-B3 ACOEM SW 5";2023-11-10 01:00:00;86,49;2,74;
"K-B3 ACOEM SW 5";2023-11-10 00:00:00;85,72;2,66;
"K-B3 ACOEM SW 5";2023-11-09 23:00:00;83,79;3,25;
"K-B3 ACOEM SW 5";2023-11-09 22:00:00;82,28;3,72;
"K-B3 ACOEM SW 5";2023-11-09 21:00:00;82,65;3,86;
"K-B3 ACOEM SW 5";2023-11-09 20:00:00;86,72;3,53;
"K-B3 ACOEM SW 5";2023-11-09 19:00:00;85,85;3,61;
"K-B3 ACOEM SW 5";2023-11-09 18:00:00;85,95;3,77;
"K-B3 ACOEM SW 5";2023-11-09 17:00:00;85,33;4,36;
"K-B3 ACOEM SW 5";2023-11-09 16:00:00;83,37;4,92;
"K-B3 ACOEM SW 5";2023-11-09 15:00:00;82,21;5,33;
"K-B3 ACOEM SW 5";2023-11-09 14:00:00;83,04;5,46;
"K-B3 ACOEM SW 5";2023-11-09 13:00:00;83,77;5,00;
"K-B3 ACOEM SW 5";2023-11-09 12:00:00;87,29;4,57;
"K-B3 ACOEM SW 5";2023-11-09 11:00:00;89,79;3,72;
"K-B3 ACOEM SW 5";2023-11-09 10:00:00;92,98;2,78;
"K-B3 ACOEM SW 5";2023-11-09 09:00:00;93,17;2,49;
"K-B3 ACOEM SW 5";2023-11-09 08:00:00;92,21;2,87;
"K-B3 ACOEM SW 5";2023-11-09 07:00:00;91,73;3,31;
"K-B3 ACOEM SW 5";2023-11-09 06:00:00;92,15;3,43;
"K-B3 ACOEM SW 5";2023-11-09 05:00:00;92,96;4,18;
"K-B3 ACOEM SW 5";2023-11-09 04:00:00;93,19;5,03;
"K-B3 ACOEM SW 5";2023-11-09 03:00:00;95,03;6,37;
"K-B3 ACOEM SW 5";2023-11-09 02:00:00;97,74;6,16;
"K-B3 ACOEM SW 5";2023-11-09 01:00:00;97,15;5,58;
"K-B3 ACOEM SW 5";2023-11-09 00:00:00;96,37;4,88;
"K-B3 ACOEM SW 5";2023-11-08 23:00:00;95,67;3,64;
"K-B3 ACOEM SW 5";2023-11-08 22:00:00;93,87;3,13;
"K-B3 ACOEM SW 5";2023-11-08 21:00:00;91,55;2,97;
"K-B3 ACOEM SW 5";2023-11-08 20:00:00;91,65;3,03;
"K-B3 ACOEM SW 5";2023-11-08 19:00:00;91,08;3,19;
"K-B3 ACOEM SW 5";2023-11-08 18:00:00;90,47;3,30;
"K-B3 ACOEM SW 5";2023-11-08 17:00:00;88,89;3,64;
"K-B3 ACOEM SW 5";2023-11-08 16:00:00;86,99;4,17;
"K-B3 ACOEM SW 5";2023-11-08 15:00:00;85,97;4,49;
"K-B3 ACOEM SW 5";2023-11-08 14:00:00;84,58;4,57;
"K-B3 ACOEM SW 5";2023-11-08 13:00:00;84,35;4,28;
"K-B3 ACOEM SW 5";2023-11-08 12:00:00;84,07;4,12;
"K-B3 ACOEM SW 5";2023-11-08 11:00:00;80,77;4,48;
"K-B3 ACOEM SW 5";2023-11-08 10:00:00;85,76;2,86;
"K-B3 ACOEM SW 5";2023-11-08 09:00:00;89,63;1,49;
"K-B3 ACOEM SW 5";2023-11-08 08:00:00;90,85;1,54;
"K-B3 ACOEM SW 5";2023-11-08 07:00:00;90,69;1,87;
"K-B3 ACOEM SW 5";2023-11-08 06:00:00;90,01;2,35;
"K-B3 ACOEM SW 5";2023-11-08 05:00:00;89,80;2,99;
"K-B3 ACOEM SW 5";2023-11-08 04:00:00;90,32;3,24;
"K-B3 ACOEM SW 5";2023-11-08 03:00:00;90,41;2,95;
"K-B3 ACOEM SW 5";2023-11-08 02:00:00;90,43;2,68;
"K-B3 ACOEM SW 5";2023-11-08 01:00:00;91,39;2,20;
"K-B3 ACOEM SW 5";2023-11-08 00:00:00;92,34;1,93;
"K-B3 ACOEM SW 5";2023-11-07 23:00:00;92,55;2,07;
"K-B3 ACOEM SW 5";2023-11-07 22:00:00;93,35;2,39;
"K-B3 ACOEM SW 5";2023-11-07 21:00:00;94,01;2,69;
"K-B3 ACOEM SW 5";2023-11-07 20:00:00;94,15;3,04;
"K-B3 ACOEM SW 5";2023-11-07 19:00:00;92,71;3,63;
"K-B3 ACOEM SW 5";2023-11-07 18:00:00;89,12;4,52;
"K-B3 ACOEM SW 5";2023-11-07 17:00:00;83,92;5,71;
"K-B3 ACOEM SW 5";2023-11-07 16:00:00;77,86;7,62;
"K-B3 ACOEM SW 5";2023-11-07 15:00:00;77,18;8,09;
"K-B3 ACOEM SW 5";2023-11-07 14:00:00;79,49;7,54;
"K-B3 ACOEM SW 5";2023-11-07 13:00:00;77,57;7,88;
"K-B3 ACOEM SW 5";2023-11-07 12:00:00;83,66;6,46;
"K-B3 ACOEM SW 5";2023-11-07 11:00:00;88,24;4,67;
"K-B3 ACOEM SW 5";2023-11-07 10:00:00;91,67;3,85;
"K-B3 ACOEM SW 5";2023-11-07 09:00:00;93,89;2,84;
"K-B3 ACOEM SW 5";2023-11-07 08:00:00;93,82;2,70;
"K-B3 ACOEM SW 5";2023-11-07 07:00:00;94,60;2,65;
"K-B3 ACOEM SW 5";2023-11-07 06:00:00;94,90;2,53;
"K-B3 ACOEM SW 5";2023-11-07 05:00:00;95,24;2,71;
"K-B3 ACOEM SW 5";2023-11-07 04:00:00;95,62;2,75;
"K-B3 ACOEM SW 5";2023-11-07 03:00:00;95,30;2,82;
"K-B3 ACOEM SW 5";2023-11-07 02:00:00;94,83;3,19;
"K-B3 ACOEM SW 5";2023-11-07 01:00:00;94,68;3,50;
"K-B3 ACOEM SW 5";2023-11-07 00:00:00;95,19;3,50;
"K-B3 ACOEM SW 5";2023-11-06 23:00:00;94,86;3,37;
"K-B3 ACOEM SW 5";2023-11-06 22:00:00;94,21;3,92;
"K-B3 ACOEM SW 5";2023-11-06 21:00:00;92,08;4,55;
"K-B3 ACOEM SW 5";2023-11-06 20:00:00;90,31;5,28;
"K-B3 ACOEM SW 5";2023-11-06 19:00:00;89,23;5,76;
"K-B3 ACOEM SW 5";2023-11-06 18:00:00;89,00;5,72;
"K-B3 ACOEM SW 5";2023-11-06 17:00:00;86,91;6,21;
"K-B3 ACOEM SW 5";2023-11-06 16:00:00;87,08;6,36;
"K-B3 ACOEM SW 5";2023-11-06 15:00:00;87,87;6,29;
"K-B3 ACOEM SW 5";2023-11-06 14:00:00;89,86;6,39;
"K-B3 ACOEM SW 5";2023-11-06 13:00:00;91,59;5,97;
"K-B3 ACOEM SW 5";2023-11-06 12:00:00;91,62;5,68;
"K-B3 ACOEM SW 5";2023-11-06 11:00:00;92,15;5,37;
"K-B3 ACOEM SW 5";2023-11-06 10:00:00;92,83;5,10;
"K-B3 ACOEM SW 5";2023-11-06 09:00:00;92,60;5,08;
"K-B3 ACOEM SW 5";2023-11-06 08:00:00;92,49;5,41;
"K-B3 ACOEM SW 5";2023-11-06 07:00:00;93,85;5,62;
"K-B3 ACOEM SW 5";2023-11-06 06:00:00;94,45;5,73;
"K-B3 ACOEM SW 5";2023-11-06 05:00:00;94,80;5,72;
"K-B3 ACOEM SW 5";2023-11-06 04:00:00;94,58;5,78;
"K-B3 ACOEM SW 5";2023-11-06 03:00:00;94,43;5,83;
"K-B3 ACOEM SW 5";2023-11-06 02:00:00;94,25;5,92;
"K-B3 ACOEM SW 5";2023-11-06 01:00:00;94,54;6,00;
"K-B3 ACOEM SW 5";2023-11-06 00:00:00;94,41;6,15;
"K-B3 ACOEM SW 5";2023-11-05 23:00:00;94,31;6,39;
"K-B3 ACOEM SW 5";2023-11-05 22:00:00;94,58;6,53;
"K-B3 ACOEM SW 5";2023-11-05 21:00:00;94,85;6,56;
"K-B3 ACOEM SW 5";2023-11-05 20:00:00;95,23;6,58;
"K-B3 ACOEM SW 5";2023-11-05 19:00:00;95,23;6,65;
"K-B3 ACOEM SW 5";2023-11-05 18:00:00;95,05;6,83;
"K-B3 ACOEM SW 5";2023-11-05 17:00:00;95,02;6,99;
"K-B3 ACOEM SW 5";2023-11-05 16:00:00;94,61;7,55;
"K-B3 ACOEM SW 5";2023-11-05 15:00:00;95,43;8,08;
"K-B3 ACOEM SW 5";2023-11-05 14:00:00;93,52;8,07;
"K-B3 ACOEM SW 5";2023-11-05 13:00:00;91,77;8,27;
"K-B3 ACOEM SW 5";2023-11-05 12:00:00;91,47;8,34;
"K-B3 ACOEM SW 5";2023-11-05 11:00:00;92,63;8,14;
"K-B3 ACOEM SW 5";2023-11-05 10:00:00;91,20;8,15;
"K-B3 ACOEM SW 5";2023-11-05 09:00:00;87,76;8,55;
"K-B3 ACOEM SW 5";2023-11-05 08:00:00;87,33;8,77;
"K-B3 ACOEM SW 5";2023-11-05 07:00:00;87,32;8,84;
"K-B3 ACOEM SW 5";2023-11-05 06:00:00;90,25;8,84;
"K-B3 ACOEM SW 5";2023-11-05 05:00:00;88,70;8,64;
"K-B3 ACOEM SW 5";2023-11-05 04:00:00;91,51;9,04;
"K-B3 ACOEM SW 5";2023-11-05 03:00:00;90,28;8,79;
"K-B3 ACOEM SW 5";2023-11-05 02:00:00;91,44;8,98;
"K-B3 ACOEM SW 5";2023-11-05 01:00:00;90,76;8,88;
"K-B3 ACOEM SW 5";2023-11-05 00:00:00;90,86;8,94;
"K-B3 ACOEM SW 5";2023-11-04 23:00:00;91,75;8,87;
"K-B3 ACOEM SW 5";2023-11-04 22:00:00;93,18;8,72;
"K-B3 ACOEM SW 5";2023-11-04 21:00:00;94,99;8,72;
"K-B3 ACOEM SW 5";2023-11-04 20:00:00;95,34;8,75;
"K-B3 ACOEM SW 5";2023-11-04 19:00:00;94,32;9,09;
"K-B3 ACOEM SW 5";2023-11-04 18:00:00;91,85;9,57;
"K-B3 ACOEM SW 5";2023-11-04 17:00:00;91,24;9,61;
"K-B3 ACOEM SW 5";2023-11-04 16:00:00;90,36;9,59;
"K-B3 ACOEM SW 5";2023-11-04 15:00:00;92,96;9,73;
"K-B3 ACOEM SW 5";2023-11-04 14:00:00;92,26;10,25;
"K-B3 ACOEM SW 5";2023-11-04 13:00:00;89,52;10,87;
"K-B3 ACOEM SW 5";2023-11-04 12:00:00;89,20;11,17;
"K-B3 ACOEM SW 5";2023-11-04 11:00:00;89,27;11,36;
"K-B3 ACOEM SW 5";2023-11-04 10:00:00;93,95;10,44;
"K-B3 ACOEM SW 5";2023-11-04 09:00:00;95,31;10,03;
"K-B3 ACOEM SW 5";2023-11-04 08:00:00;95,10;10,03;
"K-B3 ACOEM SW 5";2023-11-04 07:00:00;95,16;9,96;
"K-B3 ACOEM SW 5";2023-11-04 06:00:00;94,95;9,92;
"K-B3 ACOEM SW 5";2023-11-04 05:00:00;95,96;9,70;
"K-B3 ACOEM SW 5";2023-11-04 04:00:00;96,62;9,54;
"K-B3 ACOEM SW 5";2023-11-04 03:00:00;94,79;9,65;
"K-B3 ACOEM SW 5";2023-11-04 02:00:00;93,16;9,81;
"K-B3 ACOEM SW 5";2023-11-04 01:00:00;93,38;9,87;
"K-B3 ACOEM SW 5";2023-11-04 00:00:00;93,68;9,82;
"K-B3 ACOEM SW 5";2023-11-03 23:00:00;94,38;9,65;
"K-B3 ACOEM SW 5";2023-11-03 22:00:00;95,66;9,40;
"K-B3 ACOEM SW 5";2023-11-03 21:00:00;92,91;9,56;
"K-B3 ACOEM SW 5";2023-11-03 20:00:00;94,89;9,21;
"K-B3 ACOEM SW 5";2023-11-03 19:00:00;93,12;9,40;
"K-B3 ACOEM SW 5";2023-11-03 18:00:00;92,69;9,73;
"K-B3 ACOEM SW 5";2023-11-03 17:00:00;92,20;9,92;
"K-B3 ACOEM SW 5";2023-11-03 16:00:00;91,80;9,95;
"K-B3 ACOEM SW 5";2023-11-03 15:00:00;91,12;10,10;
"K-B3 ACOEM SW 5";2023-11-03 14:00:00;91,51;10,20;
"K-B3 ACOEM SW 5";2023-11-03 13:00:00;93,29;10,06;
"K-B3 ACOEM SW 5";2023-11-03 12:00:00;97,06;8,83;
"K-B3 ACOEM SW 5";2023-11-03 11:00:00;93,09;6,73;
"K-B3 ACOEM SW 5";2023-11-03 10:00:00;92,70;7,38;
"K-B3 ACOEM SW 5";2023-11-03 09:00:00;94,39;8,56;
"K-B3 ACOEM SW 5";2023-11-03 08:00:00;93,31;9,21;
"K-B3 ACOEM SW 5";2023-11-03 07:00:00;96,53;9,17;
"K-B3 ACOEM SW 5";2023-11-03 06:00:00;96,56;9,56;
"K-B3 ACOEM SW 5";2023-11-03 05:00:00;93,40;10,15;
"K-B3 ACOEM SW 5";2023-11-03 04:00:00;92,29;10,31;
"K-B3 ACOEM SW 5";2023-11-03 03:00:00;92,13;10,29;
"K-B3 ACOEM SW 5";2023-11-03 02:00:00;91,81;10,27;
"K-B3 ACOEM SW 5";2023-11-03 01:00:00;91,77;10,19;
"K-B3 ACOEM SW 5";2023-11-03 00:00:00;91,62;10,21;
"K-B3 ACOEM SW 5";2023-11-02 23:00:00;92,21;10,07;
"K-B3 ACOEM SW 5";2023-11-02 22:00:00;96,35;9,35;
"K-B3 ACOEM SW 5";2023-11-02 21:00:00;97,69;6,12;
"K-B3 ACOEM SW 5";2023-11-02 20:00:00;96,43;4,73;
"K-B3 ACOEM SW 5";2023-11-02 19:00:00;96,17;3,99;
"K-B3 ACOEM SW 5";2023-11-02 18:00:00;96,13;3,13;
"K-B3 ACOEM SW 5";2023-11-02 17:00:00;95,93;2,65;
"K-B3 ACOEM SW 5";2023-11-02 16:00:00;95,42;2,41;
"K-B3 ACOEM SW 5";2023-11-02 15:00:00;94,99;2,24;
"K-B3 ACOEM SW 5";2023-11-02 14:00:00;94,74;2,10;
"K-B3 ACOEM SW 5";2023-11-02 13:00:00;94,83;1,86;
"K-B3 ACOEM SW 5";2023-11-02 12:00:00;94,43;1,68;
"K-B3 ACOEM SW 5";2023-11-02 11:00:00;94,55;1,55;
"K-B3 ACOEM SW 5";2023-11-02 10:00:00;93,80;1,48;
"K-B3 ACOEM SW 5";2023-11-02 09:00:00;93,80;1,31;
"K-B3 ACOEM SW 5";2023-11-02 08:00:00;93,86;1,13;
"K-B3 ACOEM SW 5";2023-11-02 07:00:00;93,66;1,11;
"K-B3 ACOEM SW 5";2023-11-02 06:00:00;93,43;1,17;
"K-B3 ACOEM SW 5";2023-11-02 05:00:00;93,84;1,24;
"K-B3 ACOEM SW 5";2023-11-02 04:00:00;94,82;1,22;
"K-B3 ACOEM SW 5";2023-11-02 03:00:00;94,87;0,97;
"K-B3 ACOEM SW 5";2023-11-02 02:00:00;94,67;0,75;
"K-B3 ACOEM SW 5";2023-11-02 01:00:00;93,55;1,61;
"K-B3 ACOEM SW 5";2023-11-02 00:00:00;94,58;2,75;
"K-B3 ACOEM SW 5";2023-11-01 23:00:00;93,67;2,43;
"K-B3 ACOEM SW 5";2023-11-01 22:00:00;93,79;2,37;
"K-B3 ACOEM SW 5";2023-11-01 21:00:00;93,13;2,39;
"K-B3 ACOEM SW 5";2023-11-01 20:00:00;92,11;2,17;
"K-B3 ACOEM SW 5";2023-11-01 19:00:00;89,92;2,39;
"K-B3 ACOEM SW 5";2023-11-01 18:00:00;89,28;2,95;
"K-B3 ACOEM SW 5";2023-11-01 17:00:00;88,47;3,29;
"K-B3 ACOEM SW 5";2023-11-01 16:00:00;92,98;1,56;
"K-B3 ACOEM SW 5";2023-11-01 15:00:00;91,62;0,82;
"K-B3 ACOEM SW 5";2023-11-01 14:00:00;88,11;0,68;
"K-B3 ACOEM SW 5";2023-11-01 13:00:00;85,75;0,75;
"K-B3 ACOEM SW 5";2023-11-01 12:00:00;78,67;1,08;
"K-B3 ACOEM SW 5";2023-11-01 11:00:00;76,14;0,99;
"K-B3 ACOEM SW 5";2023-11-01 10:00:00;76,60;0,81;
"K-B3 ACOEM SW 5";2023-11-01 09:00:00;77,19;0,63;
"K-B3 ACOEM SW 5";2023-11-01 08:00:00;77,35;0,52;
"K-B3 ACOEM SW 5";2023-11-01 07:00:00;77,65;0,42;
"K-B3 ACOEM SW 5";2023-11-01 06:00:00;77,43;0,17;
"K-B3 ACOEM SW 5";2023-11-01 05:00:00;81,44;-0,33;
"K-B3 ACOEM SW 5";2023-11-01 04:00:00;81,72;-0,14;
"K-B3 ACOEM SW 5";2023-11-01 03:00:00;77,77;0,81;
"K-B3 ACOEM SW 5";2023-11-01 02:00:00;74,23;1,52;
"K-B3 ACOEM SW 5";2023-11-01 01:00:00;73,58;1,60;
"K-B3 ACOEM SW 5";2023-11-01 00:00:00;73,82;1,69;
"K-B3 ACOEM SW 5";2023-10-31 23:00:00;75,08;1,78;
"K-B3 ACOEM SW 5";2023-10-31 22:00:00;74,76;1,83;
"K-B3 ACOEM SW 5";2023-10-31 21:00:00;74,86;1,95;
"K-B3 ACOEM SW 5";2023-10-31 20:00:00;73,18;2,00;
"K-B3 ACOEM SW 5";2023-10-31 19:00:00;73,12;1,96;
"K-B3 ACOEM SW 5";2023-10-31 18:00:00;73,73;2,11;
"K-B3 ACOEM SW 5";2023-10-31 17:00:00;73,82;2,24;
"K-B3 ACOEM SW 5";2023-10-31 16:00:00;72,27;2,80;
"K-B3 ACOEM SW 5";2023-10-31 15:00:00;71,81;3,11;
"K-B3 ACOEM SW 5";2023-10-31 14:00:00;69,62;3,52;
"K-B3 ACOEM SW 5";2023-10-31 13:00:00;70,98;3,38;
"K-B3 ACOEM SW 5";2023-10-31 12:00:00;73,17;2,96;
"K-B3 ACOEM SW 5";2023-10-31 11:00:00;74,86;2,39;
"K-B3 ACOEM SW 5";2023-10-31 10:00:00;77,20;1,75;
"K-B3 ACOEM SW 5";2023-10-31 09:00:00;77,81;1,47;
"K-B3 ACOEM SW 5";2023-10-31 08:00:00;77,69;1,39;
"K-B3 ACOEM SW 5";2023-10-31 07:00:00;78,51;1,33;
"K-B3 ACOEM SW 5";2023-10-31 06:00:00;78,46;1,37;
"K-B3 ACOEM SW 5";2023-10-31 05:00:00;79,11;1,32;
"K-B3 ACOEM SW 5";2023-10-31 04:00:00;78,32;1,43;
"K-B3 ACOEM SW 5";2023-10-31 03:00:00;77,78;1,50;
"K-B3 ACOEM SW 5";2023-10-31 02:00:00;77,71;1,45;
"K-B3 ACOEM SW 5";2023-10-31 01:00:00;77,93;1,22;
"K-B3 ACOEM SW 5";2023-10-31 00:00:00;77,90;1,02;
"K-B3 ACOEM SW 5";2023-10-30 23:00:00;77,02;1,32;
"K-B3 ACOEM SW 5";2023-10-30 22:00:00;77,40;1,34;
"K-B3 ACOEM SW 5";2023-10-30 21:00:00;78,22;1,18;
"K-B3 ACOEM SW 5";2023-10-30 20:00:00;80,41;0,78;
"K-B3 ACOEM SW 5";2023-10-30 19:00:00;81,73;0,71;
"K-B3 ACOEM SW 5";2023-10-30 18:00:00;83,53;0,94;
"K-B3 ACOEM SW 5";2023-10-30 17:00:00;85,63;1,08;
"K-B3 ACOEM SW 5";2023-10-30 16:00:00;86,96;1,21;
"K-B3 ACOEM SW 5";2023-10-30 15:00:00;88,07;1,15;
"K-B3 ACOEM SW 5";2023-10-30 14:00:00;89,21;1,07;
"K-B3 ACOEM SW 5";2023-10-30 13:00:00;89,96;1,05;
"K-B3 ACOEM SW 5";2023-10-30 12:00:00;90,69;0,86;
"K-B3 ACOEM SW 5";2023-10-30 11:00:00;91,34;0,73;
"K-B3 ACOEM SW 5";2023-10-30 10:00:00;92,52;0,47;
"K-B3 ACOEM SW 5";2023-10-30 09:00:00;92,12;0,43;
"K-B3 ACOEM SW 5";2023-10-30 08:00:00;93,02;0,42;
"K-B3 ACOEM SW 5";2023-10-30 07:00:00;92,55;0,54;
"K-B3 ACOEM SW 5";2023-10-30 06:00:00;92,77;0,58;
"K-B3 ACOEM SW 5";2023-10-30 05:00:00;92,87;0,59;
"K-B3 ACOEM SW 5";2023-10-30 04:00:00;93,51;0,60;
"K-B3 ACOEM SW 5";2023-10-30 03:00:00;93,84;0,60;
"K-B3 ACOEM SW 5";2023-10-30 02:00:00;93,44;0,73;
"K-B3 ACOEM SW 5";2023-10-30 01:00:00;94,09;0,76;
"K-B3 ACOEM SW 5";2023-10-30 00:00:00;94,90;0,65;
"K-B3 ACOEM SW 5";2023-10-29 23:00:00;94,64;0,71;
"K-B3 ACOEM SW 5";2023-10-29 22:00:00;93,53;0,96;
"K-B3 ACOEM SW 5";2023-10-29 21:00:00;94,06;0,94;
"K-B3 ACOEM SW 5";2023-10-29 20:00:00;93,57;1,08;
"K-B3 ACOEM SW 5";2023-10-29 19:00:00;93,42;1,24;
"K-B3 ACOEM SW 5";2023-10-29 18:00:00;93,54;1,21;
"K-B3 ACOEM SW 5";2023-10-29 17:00:00;93,00;1,38;
"K-B3 ACOEM SW 5";2023-10-29 16:00:00;93,26;1,31;
"K-B3 ACOEM SW 5";2023-10-29 15:00:00;93,57;1,35;
"K-B3 ACOEM SW 5";2023-10-29 14:00:00;93,70;1,19;
"K-B3 ACOEM SW 5";2023-10-29 13:00:00;93,25;1,00;
"K-B3 ACOEM SW 5";2023-10-29 12:00:00;92,51;0,89;
"K-B3 ACOEM SW 5";2023-10-29 11:00:00;90,99;0,82;
"K-B3 ACOEM SW 5";2023-10-29 10:00:00;87,26;0,93;
"K-B3 ACOEM SW 5";2023-10-29 09:00:00;88,05;0,55;
"K-B3 ACOEM SW 5";2023-10-29 08:00:00;88,04;0,36;
"K-B3 ACOEM SW 5";2023-10-29 07:00:00;86,27;0,44;
"K-B3 ACOEM SW 5";2023-10-29 06:00:00;87,29;0,30;
"K-B3 ACOEM SW 5";2023-10-29 05:00:00;84,16;0,56;
"K-B3 ACOEM SW 5";2023-10-29 04:00:00;87,11;0,56;
"K-B3 ACOEM SW 5";2023-10-29 03:00:00;90,08;0,48;
"K-B3 ACOEM SW 5";2023-10-29 02:00:00;86,89;0,80;
"K-B3 ACOEM SW 5";2023-10-29 01:00:00;89,15;0,66;
"K-B3 ACOEM SW 5";2023-10-29 00:00:00;92,13;0,61;
"K-B3 ACOEM SW 5";2023-10-28 23:00:00;90,13;1,10;
"K-B3 ACOEM SW 5";2023-10-28 22:00:00;88,43;1,34;
"K-B3 ACOEM SW 5";2023-10-28 21:00:00;90,19;1,17;
"K-B3 ACOEM SW 5";2023-10-28 20:00:00;87,82;1,36;
"K-B3 ACOEM SW 5";2023-10-28 19:00:00;86,83;1,49;
"K-B3 ACOEM SW 5";2023-10-28 18:00:00;89,42;1,31;
"K-B3 ACOEM SW 5";2023-10-28 17:00:00;90,40;1,23;
"K-B3 ACOEM SW 5";2023-10-28 16:00:00;91,17;1,23;
"K-B3 ACOEM SW 5";2023-10-28 15:00:00;92,18;1,08;
"K-B3 ACOEM SW 5";2023-10-28 14:00:00;92,24;0,94;
"K-B3 ACOEM SW 5";2023-10-28 13:00:00;91,49;0,84;
"K-B3 ACOEM SW 5";2023-10-28 12:00:00;90,93;0,77;
"K-B3 ACOEM SW 5";2023-10-28 11:00:00;89,71;0,58;
"K-B3 ACOEM SW 5";2023-10-28 10:00:00;86,92;0,63;
"K-B3 ACOEM SW 5";2023-10-28 09:00:00;78,92;1,19;
"K-B3 ACOEM SW 5";2023-10-28 08:00:00;72,18;1,60;
"K-B3 ACOEM SW 5";2023-10-28 07:00:00;66,78;1,90;
"K-B3 ACOEM SW 5";2023-10-28 06:00:00;65,87;1,88;
"K-B3 ACOEM SW 5";2023-10-28 05:00:00;65,32;1,92;
"K-B3 ACOEM SW 5";2023-10-28 04:00:00;65,29;1,99;
"K-B3 ACOEM SW 5";2023-10-28 03:00:00;65,67;2,07;
"K-B3 ACOEM SW 5";2023-10-28 02:00:00;66,52;2,15;
"K-B3 ACOEM SW 5";2023-10-28 01:00:00;67,20;2,18;
"K-B3 ACOEM SW 5";2023-10-28 00:00:00;67,96;2,14;
"K-B3 ACOEM SW 5";2023-10-27 23:00:00;68,46;2,20;
"K-B3 ACOEM SW 5";2023-10-27 22:00:00;68,62;2,40;
"K-B3 ACOEM SW 5";2023-10-27 21:00:00;69,57;2,56;
"K-B3 ACOEM SW 5";2023-10-27 20:00:00;69,83;2,70;
"K-B3 ACOEM SW 5";2023-10-27 19:00:00;70,51;2,91;
"K-B3 ACOEM SW 5";2023-10-27 18:00:00;70,55;3,16;
"K-B3 ACOEM SW 5";2023-10-27 17:00:00;70,63;3,40;
"K-B3 ACOEM SW 5";2023-10-27 16:00:00;70,20;3,55;
"K-B3 ACOEM SW 5";2023-10-27 15:00:00;70,23;3,55;
"K-B3 ACOEM SW 5";2023-10-27 14:00:00;69,96;3,48;
"K-B3 ACOEM SW 5";2023-10-27 13:00:00;70,45;3,25;
"K-B3 ACOEM SW 5";2023-10-27 12:00:00;71,39;2,85;
"K-B3 ACOEM SW 5";2023-10-27 11:00:00;72,37;2,51;
"K-B3 ACOEM SW 5";2023-10-27 10:00:00;73,57;2,27;
"K-B3 ACOEM SW 5";2023-10-27 09:00:00;73,59;2,25;
"K-B3 ACOEM SW 5";2023-10-27 08:00:00;73,42;2,31;
"K-B3 ACOEM SW 5";2023-10-27 07:00:00;73,37;2,40;
"K-B3 ACOEM SW 5";2023-10-27 06:00:00;73,66;2,46;
"K-B3 ACOEM SW 5";2023-10-27 05:00:00;74,04;2,48;
"K-B3 ACOEM SW 5";2023-10-27 04:00:00;76,30;2,44;
"K-B3 ACOEM SW 5";2023-10-27 03:00:00;74,97;2,68;
"K-B3 ACOEM SW 5";2023-10-27 02:00:00;74,52;2,83;
"K-B3 ACOEM SW 5";2023-10-27 01:00:00;74,16;3,02;
"K-B3 ACOEM SW 5";2023-10-27 00:00:00;72,47;3,17;
"K-B3 ACOEM SW 5";2023-10-26 23:00:00;73,13;3,23;
"K-B3 ACOEM SW 5";2023-10-26 22:00:00;75,05;3,22;
"K-B3 ACOEM SW 5";2023-10-26 21:00:00;76,59;3,22;
"K-B3 ACOEM SW 5";2023-10-26 20:00:00;75,52;3,52;
"K-B3 ACOEM SW 5";2023-10-26 19:00:00;78,11;3,45;
"K-B3 ACOEM SW 5";2023-10-26 18:00:00;77,59;3,74;
"K-B3 ACOEM SW 5";2023-10-26 17:00:00;75,50;4,02;
"K-B3 ACOEM SW 5";2023-10-26 16:00:00;75,28;4,17;
"K-B3 ACOEM SW 5";2023-10-26 15:00:00;74,39;4,43;
"K-B3 ACOEM SW 5";2023-10-26 14:00:00;76,89;4,31;
"K-B3 ACOEM SW 5";2023-10-26 13:00:00;80,91;3,81;
